gates_id_pre_sanitize,source_id,component_id,centroid_local_xy,centroid_source_xy,longitude,latitude,nearest_named_location,nearest_location_dist_px,country_sea_region_guess,area,vertex_count,rectangularity,neighbor_count,source_terrain_id,source_continent_id,source_is_water,source_ring_vertex_count,screenshot_filename,proposed_action,evidence,confidence,owner_ruling,review_bucket,previous_generic_reason,owner_review_status
e3_0895,895,L001,"[1002.4, 1390.66]","[8078.4, 1532.66]",-16.2487,54.7033,Mallaig,15.6,other,1322.0,167,0.5365,5,8,2,False,167,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Mallaig 15.6px lon/lat -16.2487,54.7033",medium,pending,restore_legitimate,"No proven defect; nearest Mallaig 15.6px lon/lat -16.2487,54.7033",proposed
e3_0896,896,L001,"[976.25, 1431.62]","[8052.25, 1573.62]",-16.7788,53.8936,Tobermory,7.4,other,948.5,297,0.3375,2,8,2,False,297,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Tobermory 7.4px lon/lat -16.7788,53.8936",medium,pending,restore_legitimate,"No proven defect; nearest Tobermory 7.4px lon/lat -16.7788,53.8936",proposed
e3_0897,897,L001,"[929.55, 1325.82]","[8005.55, 1467.82]",-17.7254,55.9849,Portree,46.7,other,1631.5,353,0.0955,2,5,2,False,353,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Portree 46.7px lon/lat -17.7254,55.9849",medium,pending,restore_legitimate,"No proven defect; nearest Portree 46.7px lon/lat -17.7254,55.9849",proposed
e3_0898,898,L001,"[1040.79, 1364.42]","[8116.79, 1506.42]",-15.4705,55.2219,Drumnadrochit,9.3,other,1010.5,76,0.6015,7,8,2,False,76,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Drumnadrochit 9.3px lon/lat -15.4705,55.2219",medium,pending,restore_legitimate,"No proven defect; nearest Drumnadrochit 9.3px lon/lat -15.4705,55.2219",proposed
e3_0899,899,L001,"[1013.38, 1448.44]","[8089.38, 1590.44]",-16.026,53.561,Oban,9.1,other,868.5,115,0.4762,6,5,2,False,115,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Oban 9.1px lon/lat -16.026,53.561",medium,pending,restore_legitimate,"No proven defect; nearest Oban 9.1px lon/lat -16.026,53.561",proposed
e3_0900,900,L001,"[1040.66, 1268.36]","[8116.66, 1410.36]",-15.4731,57.1208,Clachtoll,16.7,other,2746.0,186,0.5735,5,8,2,False,186,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Clachtoll 16.7px lon/lat -15.4731,57.1208",medium,pending,restore_legitimate,"No proven defect; nearest Clachtoll 16.7px lon/lat -15.4731,57.1208",proposed
e3_0901,901,L001,"[1073.6, 1355.0]","[8149.6, 1497.0]",-14.8053,55.4081,Inverness,9.1,other,620.5,58,0.5876,5,5,2,False,58,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Inverness 9.1px lon/lat -14.8053,55.4081",medium,pending,restore_legitimate,"No proven defect; nearest Inverness 9.1px lon/lat -14.8053,55.4081",proposed
e3_0902,902,L001,"[1100.57, 1344.14]","[8176.57, 1486.14]",-14.2587,55.6228,Elgin,12.6,other,972.0,79,0.5283,4,5,2,False,79,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Elgin 12.6px lon/lat -14.2587,55.6228",medium,pending,restore_legitimate,"No proven defect; nearest Elgin 12.6px lon/lat -14.2587,55.6228",proposed
e3_0903,903,L001,"[1032.34, 1416.73]","[8108.34, 1558.73]",-15.6417,54.188,Fort William,11.8,other,1477.0,102,0.4814,6,5,2,False,102,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Fort William 11.8px lon/lat -15.6417,54.188",medium,pending,restore_legitimate,"No proven defect; nearest Fort William 11.8px lon/lat -15.6417,54.188",proposed
e3_0904,904,L001,"[964.61, 1363.37]","[8040.61, 1505.37]",-17.0147,55.2426,Portree,8.5,other,1204.0,259,0.3476,3,5,2,False,259,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Portree 8.5px lon/lat -17.0147,55.2426",medium,pending,restore_legitimate,"No proven defect; nearest Portree 8.5px lon/lat -17.0147,55.2426",proposed
e3_0905,905,L001,"[1061.5, 1328.3]","[8137.5, 1470.3]",-15.0506,55.9359,Dingwall,11.7,other,1359.0,155,0.4931,5,8,2,False,155,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Dingwall 11.7px lon/lat -15.0506,55.9359",medium,pending,restore_legitimate,"No proven defect; nearest Dingwall 11.7px lon/lat -15.0506,55.9359",proposed
e3_0906,906,L001,"[1000.63, 1344.7]","[8076.63, 1486.7]",-16.2845,55.6118,Lochcarron,8.3,other,1686.0,165,0.5592,5,8,2,False,165,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Lochcarron 8.3px lon/lat -16.2845,55.6118",medium,pending,restore_legitimate,"No proven defect; nearest Lochcarron 8.3px lon/lat -16.2845,55.6118",proposed
e3_0907,907,L001,"[1121.49, 1215.16]","[8197.49, 1357.16]",-13.8346,58.1723,Kirkwall,7.1,other,548.5,152,0.4685,2,5,2,False,152,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Kirkwall 7.1px lon/lat -13.8346,58.1723",medium,pending,restore_legitimate,"No proven defect; nearest Kirkwall 7.1px lon/lat -13.8346,58.1723",proposed
e3_0908,908,L001,"[1124.94, 1458.0]","[8200.94, 1600.0]",-13.7648,53.3721,St Andrews,9.3,other,704.0,79,0.5029,4,5,2,False,79,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest St Andrews 9.3px lon/lat -13.7648,53.3721",medium,pending,restore_legitimate,"No proven defect; nearest St Andrews 9.3px lon/lat -13.7648,53.3721",proposed
e3_0909,909,L001,"[1130.73, 1419.32]","[8206.73, 1561.32]",-13.6474,54.1367,Dundee,19.3,other,1484.5,103,0.6443,4,5,2,False,103,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Dundee 19.3px lon/lat -13.6474,54.1367",medium,pending,restore_legitimate,"No proven defect; nearest Dundee 19.3px lon/lat -13.6474,54.1367",proposed
e3_0910,910,L001,"[1117.08, 1385.75]","[8193.08, 1527.75]",-13.924,54.8003,Ballater,6.9,other,1552.5,96,0.547,7,5,2,False,96,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Ballater 6.9px lon/lat -13.924,54.8003",medium,pending,restore_legitimate,"No proven defect; nearest Ballater 6.9px lon/lat -13.924,54.8003",proposed
e3_0911,911,L001,"[1061.0, 1466.83]","[8137.0, 1608.83]",-15.0608,53.1976,Stirling,18.9,other,1234.0,92,0.4774,8,5,2,False,92,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Stirling 18.9px lon/lat -15.0608,53.1976",medium,pending,restore_legitimate,"No proven defect; nearest Stirling 18.9px lon/lat -15.0608,53.1976",proposed
e3_0912,912,L001,"[1104.48, 1430.1]","[8180.48, 1572.1]",-14.1795,53.9237,Perth,16.0,other,980.0,82,0.4866,7,5,2,False,82,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Perth 16.0px lon/lat -14.1795,53.9237",medium,pending,restore_legitimate,"No proven defect; nearest Perth 16.0px lon/lat -14.1795,53.9237",proposed
e3_1856,3676,L001,"[1078.18, 1414.87]","[8154.18, 1556.87]",-14.7126,54.2247,Pitlochry,6.9,other,1067.0,85,0.5185,6,5,2,False,85,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Pitlochry 6.9px lon/lat -14.7126,54.2247",medium,pending,restore_legitimate,"No proven defect; nearest Pitlochry 6.9px lon/lat -14.7126,54.2247",proposed
e3_1857,3677,L001,"[1161.28, 1356.04]","[8237.28, 1498.04]",-13.028,55.3876,Aberdeen,21.3,other,1584.5,102,0.5266,5,5,2,False,102,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Aberdeen 21.3px lon/lat -13.028,55.3876",medium,pending,restore_legitimate,"No proven defect; nearest Aberdeen 21.3px lon/lat -13.028,55.3876",proposed
e3_1858,3678,L001,"[1090.32, 1274.66]","[8166.32, 1416.66]",-14.4665,56.9962,Wick,30.4,other,2506.5,160,0.4283,5,8,2,False,160,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Wick 30.4px lon/lat -14.4665,56.9962",medium,pending,restore_legitimate,"No proven defect; nearest Wick 30.4px lon/lat -14.4665,56.9962",proposed
e3_1859,3679,L001,"[999.58, 1491.6]","[8075.58, 1633.6]",-16.3057,52.7079,Port Ellen,38.4,other,1824.0,511,0.0809,4,5,2,False,511,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Port Ellen 38.4px lon/lat -16.3057,52.7079",medium,pending,restore_legitimate,"No proven defect; nearest Port Ellen 38.4px lon/lat -16.3057,52.7079",proposed
e3_2105,6460,L001,"[1203.94, 1822.6]","[8279.94, 1964.6]",-12.1634,46.1649,Oxford,8.9,other,994.0,80,0.6024,6,4,2,False,80,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Oxford 8.9px lon/lat -12.1634,46.1649",medium,pending,restore_legitimate,"No proven defect; nearest Oxford 8.9px lon/lat -12.1634,46.1649",proposed
e3_2106,6461,L001,"[1213.52, 1873.1]","[8289.52, 2015.1]",-11.9693,45.1667,Winchester,12.4,other,870.0,62,0.6522,6,1,2,False,62,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Winchester 12.4px lon/lat -11.9693,45.1667",medium,pending,restore_legitimate,"No proven defect; nearest Winchester 12.4px lon/lat -11.9693,45.1667",proposed
e3_2107,6462,L001,"[1243.92, 1892.93]","[8319.92, 2034.93]",-11.353,44.7746,Chichester,14.8,other,904.0,60,0.6088,6,1,2,False,60,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Chichester 14.8px lon/lat -11.353,44.7746",medium,pending,restore_legitimate,"No proven defect; nearest Chichester 14.8px lon/lat -11.353,44.7746",proposed
e3_2108,6463,L001,"[1291.69, 1759.29]","[8367.69, 1901.29]",-10.3847,47.4163,Wisbech,10.8,other,659.5,48,0.557,5,1,2,False,48,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Wisbech 10.8px lon/lat -10.3847,47.4163",medium,pending,restore_legitimate,"No proven defect; nearest Wisbech 10.8px lon/lat -10.3847,47.4163",proposed
e3_2109,6464,L001,"[1049.77, 1938.73]","[8125.77, 2080.73]",-15.2884,43.8693,Plymouth,18.3,other,718.0,96,0.3387,4,1,2,False,96,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Plymouth 18.3px lon/lat -15.2884,43.8693",medium,pending,restore_legitimate,"No proven defect; nearest Plymouth 18.3px lon/lat -15.2884,43.8693",proposed
e3_2110,6465,L001,"[1147.01, 1868.92]","[8223.01, 2010.92]",-13.3173,45.2493,Bath,7.0,other,1023.0,75,0.5671,6,1,2,False,75,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Bath 7.0px lon/lat -13.3173,45.2493",medium,pending,restore_legitimate,"No proven defect; nearest Bath 7.0px lon/lat -13.3173,45.2493",proposed
e3_2111,6466,L001,"[1240.07, 1808.55]","[8316.07, 1950.55]",-11.4311,46.4427,Northampton,2.5,other,1299.0,104,0.5098,6,4,2,False,104,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Northampton 2.5px lon/lat -11.4311,46.4427",medium,pending,restore_legitimate,"No proven defect; nearest Northampton 2.5px lon/lat -11.4311,46.4427",proposed
e3_2112,6467,L001,"[1296.41, 1865.5]","[8372.41, 2007.5]",-10.289,45.3169,Maidstone,6.5,other,726.5,78,0.545,5,1,2,False,78,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Maidstone 6.5px lon/lat -10.289,45.3169",medium,pending,restore_legitimate,"No proven defect; nearest Maidstone 6.5px lon/lat -10.289,45.3169",proposed
e3_2117,6472,L001,"[1145.45, 1654.06]","[8221.45, 1796.06]",-13.349,49.4965,Clitheroe,8.6,other,1091.5,118,0.4368,6,1,2,False,118,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Clitheroe 8.6px lon/lat -13.349,49.4965",medium,pending,restore_legitimate,"No proven defect; nearest Clitheroe 8.6px lon/lat -13.349,49.4965",proposed
e3_2118,6473,L001,"[1246.23, 1694.65]","[8322.23, 1836.65]",-11.3061,48.6941,Lincoln,13.4,other,1194.5,86,0.5899,6,1,2,False,86,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Lincoln 13.4px lon/lat -11.3061,48.6941",medium,pending,restore_legitimate,"No proven defect; nearest Lincoln 13.4px lon/lat -11.3061,48.6941",proposed
e3_2119,6474,L001,"[1192.63, 1559.51]","[8268.63, 1701.51]",-12.3927,51.3654,Newcastle,11.6,other,714.5,70,0.5547,5,1,2,False,70,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Newcastle 11.6px lon/lat -12.3927,51.3654",medium,pending,restore_legitimate,"No proven defect; nearest Newcastle 11.6px lon/lat -12.3927,51.3654",proposed
e3_2120,6475,L001,"[1161.45, 1554.62]","[8237.45, 1696.62]",-13.0247,51.4623,Hexham,13.1,other,1391.0,91,0.5161,6,1,2,False,91,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Hexham 13.1px lon/lat -13.0247,51.4623",medium,pending,restore_legitimate,"No proven defect; nearest Hexham 13.1px lon/lat -13.0247,51.4623",proposed
e3_2122,6477,L001,"[1139.72, 1802.72]","[8215.72, 1944.72]",-13.4652,46.5579,Hereford,4.3,other,1217.0,78,0.5937,7,4,2,False,78,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Hereford 4.3px lon/lat -13.4652,46.5579",medium,pending,restore_legitimate,"No proven defect; nearest Hereford 4.3px lon/lat -13.4652,46.5579",proposed
e3_2247,6602,L001,"[1176.24, 1879.51]","[8252.24, 2021.51]",-12.7248,45.0399,Salisbury,5.9,other,824.0,86,0.5421,5,1,2,False,86,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Salisbury 5.9px lon/lat -12.7248,45.0399",medium,pending,restore_legitimate,"No proven defect; nearest Salisbury 5.9px lon/lat -12.7248,45.0399",proposed
e3_2251,6606,L001,"[1064.45, 1438.05]","[8140.45, 1580.05]",-14.991,53.7665,Killin,6.7,other,1121.0,83,0.5185,6,5,2,False,83,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Killin 6.7px lon/lat -14.991,53.7665",medium,pending,restore_legitimate,"No proven defect; nearest Killin 6.7px lon/lat -14.991,53.7665",proposed
e3_2252,6607,L001,"[1089.07, 1375.26]","[8165.07, 1517.26]",-14.4918,55.0077,Aviemore,7.2,other,656.0,70,0.4795,6,5,2,False,70,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Aviemore 7.2px lon/lat -14.4918,55.0077",medium,pending,restore_legitimate,"No proven defect; nearest Aviemore 7.2px lon/lat -14.4918,55.0077",proposed
e3_2253,6609,L001,"[1019.74, 1313.76]","[8095.74, 1455.76]",-15.8972,56.2233,Ullapool,8.9,other,1379.0,144,0.5024,5,8,2,False,144,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Ullapool 8.9px lon/lat -15.8972,56.2233",medium,pending,restore_legitimate,"No proven defect; nearest Ullapool 8.9px lon/lat -15.8972,56.2233",proposed
e3_2254,6610,L001,"[1130.34, 1348.97]","[8206.34, 1490.97]",-13.6553,55.5274,Huntly,0.7,other,1282.0,88,0.4748,5,5,2,False,88,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Huntly 0.7px lon/lat -13.6553,55.5274",medium,pending,restore_legitimate,"No proven defect; nearest Huntly 0.7px lon/lat -13.6553,55.5274",proposed
e3_2342,6700,L001,"[1168.25, 1644.29]","[8244.25, 1786.29]",-12.8869,49.6896,Clitheroe,17.8,other,1155.5,89,0.6179,5,1,2,False,89,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Clitheroe 17.8px lon/lat -12.8869,49.6896",medium,pending,restore_legitimate,"No proven defect; nearest Clitheroe 17.8px lon/lat -12.8869,49.6896",proposed
e3_2368,6837,L001,"[1039.55, 1919.21]","[8115.55, 2061.21]",-15.4956,44.2551,Newquay,22.9,other,515.0,76,0.3012,5,4,2,False,76,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Newquay 22.9px lon/lat -15.4956,44.2551",medium,pending,restore_legitimate,"No proven defect; nearest Newquay 22.9px lon/lat -15.4956,44.2551",proposed
e3_2613,7392,L001,"[1305.29, 1820.64]","[8381.29, 1962.64]",-10.109,46.2035,Colchester,4.8,other,993.5,104,0.5191,6,1,2,False,104,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Colchester 4.8px lon/lat -10.109,46.2035",medium,pending,restore_legitimate,"No proven defect; nearest Colchester 4.8px lon/lat -10.109,46.2035",proposed
e3_2614,7393,L001,"[1061.45, 1386.39]","[8137.45, 1528.39]",-15.0517,54.7876,Laggan,5.2,other,963.0,69,0.528,5,5,2,False,69,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Laggan 5.2px lon/lat -15.0517,54.7876",medium,pending,restore_legitimate,"No proven defect; nearest Laggan 5.2px lon/lat -15.0517,54.7876",proposed
e3_2615,7394,L001,"[1063.14, 1550.71]","[8139.14, 1692.71]",-15.0175,51.5395,Carsphairn,0.9,other,844.0,72,0.4918,6,4,2,False,72,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Carsphairn 0.9px lon/lat -15.0175,51.5395",medium,pending,restore_legitimate,"No proven defect; nearest Carsphairn 0.9px lon/lat -15.0175,51.5395",proposed
e3_2616,7395,L001,"[1221.74, 1615.51]","[8297.74, 1757.51]",-11.8025,50.2586,Whitby,16.2,atlantic_channel_britain_ireland,1183.0,97,0.4996,5,1,2,False,97,contact_atlantic_channel_britain_ireland.png,keep_as_legitimate_land,"No proven defect; nearest Whitby 16.2px lon/lat -11.8025,50.2586",medium,pending,restore_legitimate,"No proven defect; nearest Whitby 16.2px lon/lat -11.8025,50.2586",proposed
e3_2670,7449,L001,"[1081.7, 1748.17]","[8157.7, 1890.17]",-14.6412,47.6361,Dolgellau,4.7,other,741.5,70,0.5913,6,5,2,False,70,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Dolgellau 4.7px lon/lat -14.6412,47.6361",medium,pending,restore_legitimate,"No proven defect; nearest Dolgellau 4.7px lon/lat -14.6412,47.6361",proposed
e3_2671,7450,L001,"[1222.79, 1793.7]","[8298.79, 1935.7]",-11.7813,46.7362,Northampton,1.2,other,903.5,80,0.5388,5,4,2,False,80,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Northampton 1.2px lon/lat -11.7813,46.7362",medium,pending,restore_legitimate,"No proven defect; nearest Northampton 1.2px lon/lat -11.7813,46.7362",proposed
e3_2672,7451,L001,"[1340.41, 1788.04]","[8416.41, 1930.04]",-9.3971,46.8481,Beccles,12.6,other,713.5,51,0.5365,6,1,2,False,51,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Beccles 12.6px lon/lat -9.3971,46.8481",medium,pending,restore_legitimate,"No proven defect; nearest Beccles 12.6px lon/lat -9.3971,46.8481",proposed
e3_3349,12143,L001,"[1121.69, 1828.04]","[8197.69, 1970.04]",-13.8307,46.0573,Cwmbran,8.1,other,488.0,48,0.4225,4,5,2,False,48,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Cwmbran 8.1px lon/lat -13.8307,46.0573",medium,pending,restore_legitimate,"No proven defect; nearest Cwmbran 8.1px lon/lat -13.8307,46.0573",proposed
e3_3350,12144,L001,"[1178.65, 1819.7]","[8254.65, 1961.7]",-12.676,46.2222,Cheltenham,10.7,other,688.5,57,0.6346,5,4,2,False,57,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Cheltenham 10.7px lon/lat -12.676,46.2222",medium,pending,restore_legitimate,"No proven defect; nearest Cheltenham 10.7px lon/lat -12.676,46.2222",proposed
e3_3351,12145,L001,"[1315.65, 1774.13]","[8391.65, 1916.13]",-9.8989,47.1231,Thetford,12.2,other,718.0,55,0.4787,6,1,2,False,55,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Thetford 12.2px lon/lat -9.8989,47.1231",medium,pending,restore_legitimate,"No proven defect; nearest Thetford 12.2px lon/lat -9.8989,47.1231",proposed
e3_3352,12146,L001,"[1304.07, 1793.97]","[8380.07, 1935.97]",-10.1337,46.7308,Sudbury,8.3,other,711.0,72,0.6036,5,1,2,False,72,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Sudbury 8.3px lon/lat -10.1337,46.7308",medium,pending,restore_legitimate,"No proven defect; nearest Sudbury 8.3px lon/lat -10.1337,46.7308",proposed
e3_3353,12147,L001,"[1163.44, 1707.22]","[8239.44, 1849.22]",-12.9844,48.4457,Warrington,14.8,other,835.5,73,0.4997,7,4,2,False,73,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Warrington 14.8px lon/lat -12.9844,48.4457",medium,pending,restore_legitimate,"No proven defect; nearest Warrington 14.8px lon/lat -12.9844,48.4457",proposed
e3_3354,12148,L001,"[1069.02, 1577.45]","[8145.02, 1719.45]",-14.8983,51.0109,Kirkcudbright,2.5,other,388.0,51,0.5689,4,4,2,False,51,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Kirkcudbright 2.5px lon/lat -14.8983,51.0109",medium,pending,restore_legitimate,"No proven defect; nearest Kirkcudbright 2.5px lon/lat -14.8983,51.0109",proposed
e3_3355,12149,L001,"[1103.64, 1551.38]","[8179.64, 1693.38]",-14.1965,51.5262,Lockerbie,0.7,other,785.0,58,0.6057,7,8,2,False,58,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Lockerbie 0.7px lon/lat -14.1965,51.5262",medium,pending,restore_legitimate,"No proven defect; nearest Lockerbie 0.7px lon/lat -14.1965,51.5262",proposed
e3_3356,12150,L001,"[1048.0, 1512.31]","[8124.0, 1654.31]",-15.3243,52.2985,Ayr,14.8,other,826.0,71,0.5175,6,4,2,False,71,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Ayr 14.8px lon/lat -15.3243,52.2985",medium,pending,restore_legitimate,"No proven defect; nearest Ayr 14.8px lon/lat -15.3243,52.2985",proposed
e3_3357,12151,L001,"[1079.45, 1534.45]","[8155.45, 1676.45]",-14.6868,51.8608,Sanquhar,1.6,other,693.0,64,0.4936,5,4,2,False,64,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Sanquhar 1.6px lon/lat -14.6868,51.8608",medium,pending,restore_legitimate,"No proven defect; nearest Sanquhar 1.6px lon/lat -14.6868,51.8608",proposed
e3_3358,12152,L001,"[1094.16, 1464.03]","[8170.16, 1606.03]",-14.3886,53.2528,Dunfermline,11.3,other,792.0,61,0.6116,5,5,2,False,61,contact_other.png,keep_as_legitimate_land,"No proven defect; nearest Dunfermline 11.3px lon/lat -14.3886,53.2528",medium,pending,restore_legitimate,"No proven defect; nearest Dunfermline 11.3px lon/lat -14.3886,53.2528",proposed
e3_0824,824,L002,"[855.87, 1828.15]","[7931.87, 1970.15]",-19.2189,46.0552,Cork,8.4,other,457.0,67,0.4502,4,1,2,False,67,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Cork (8.4px); lon/lat -19.2189,46.0552",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Cork (8.4px); lon/lat -19.2189,46.0552",proposed
e3_0883,883,L002,"[982.78, 1628.8]","[8058.78, 1770.8]",-16.6463,49.9959,Downpatrick,8.5,other,778.5,79,0.4764,4,1,2,False,79,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Downpatrick (8.5px); lon/lat -16.6463,49.9959",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Downpatrick (8.5px); lon/lat -16.6463,49.9959",proposed
e3_0914,915,L002,"[986.01, 1607.15]","[8062.01, 1749.15]",-16.5809,50.4239,Belfast,10.0,other,789.5,96,0.5483,6,1,2,False,96,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Belfast (10.0px); lon/lat -16.5809,50.4239",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Belfast (10.0px); lon/lat -16.5809,50.4239",proposed
e3_0915,916,L002,"[850.62, 1642.14]","[7926.62, 1784.14]",-19.3253,49.7321,Ballymote,4.5,other,766.0,79,0.4929,5,4,2,False,79,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ballymote (4.5px); lon/lat -19.3253,49.7321",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ballymote (4.5px); lon/lat -19.3253,49.7321",proposed
e3_0916,917,L002,"[867.0, 1587.55]","[7943.0, 1729.55]",-18.9932,50.8112,Donegal,10.2,other,1086.5,134,0.4556,6,4,2,False,134,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Donegal (10.2px); lon/lat -18.9932,50.8112",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Donegal (10.2px); lon/lat -18.9932,50.8112",proposed
e3_0917,918,L002,"[944.68, 1790.71]","[8020.68, 1932.71]",-17.4187,46.7952,Wexford,9.2,other,510.5,59,0.6165,4,1,2,False,59,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Wexford (9.2px); lon/lat -17.4187,46.7952",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Wexford (9.2px); lon/lat -17.4187,46.7952",proposed
e3_0918,919,L002,"[945.14, 1748.33]","[8021.14, 1890.33]",-17.4093,47.633,Ballon,6.2,other,809.5,79,0.4579,5,1,2,False,79,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Ballon (6.2px); lon/lat -17.4093,47.633",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Ballon (6.2px); lon/lat -17.4093,47.633",proposed
e3_0919,920,L002,"[965.33, 1702.05]","[8041.33, 1844.05]",-17.0,48.5479,Dublin,1.3,other,599.5,84,0.4866,5,1,2,False,84,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Dublin (1.3px); lon/lat -17.0,48.5479",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Dublin (1.3px); lon/lat -17.0,48.5479",proposed
e3_0920,921,L002,"[938.45, 1718.69]","[8014.45, 1860.69]",-17.545,48.2189,Carlow,23.9,other,1272.0,116,0.4622,9,1,2,False,116,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Carlow (23.9px); lon/lat -17.545,48.2189",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Carlow (23.9px); lon/lat -17.545,48.2189",proposed
e3_0921,922,L002,"[920.08, 1779.08]","[7996.08, 1921.08]",-17.9173,47.0252,Waterford,11.1,other,541.0,50,0.5635,6,1,2,False,50,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Waterford (11.1px); lon/lat -17.9173,47.0252",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Waterford (11.1px); lon/lat -17.9173,47.0252",proposed
e3_0922,923,L002,"[889.19, 1773.26]","[7965.19, 1915.26]",-18.5435,47.1401,Clonmel,9.1,other,694.5,53,0.5744,5,1,2,False,53,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Clonmel (9.1px); lon/lat -18.5435,47.1401",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Clonmel (9.1px); lon/lat -18.5435,47.1401",proposed
e3_0923,924,L002,"[806.08, 1846.42]","[7882.08, 1988.42]",-20.228,45.694,Skibbereen,11.0,other,467.0,83,0.4805,4,1,2,False,83,contact_other.png,keep_as_legitimate_island,"Member of Ireland land component; nearest city Skibbereen (11.0px); lon/lat -20.228,45.694",high,pending,restore_legitimate,"Member of Ireland land component; nearest city Skibbereen (11.0px); lon/lat -20.228,45.694",proposed
